Codes,Names, Census_Population_All Ages,Population_Density,house_price,Unemployment_Rate,qualification4,Mean_Household_Income
E01004101,Sutton 013A,1361.00 ,22.39 ,282475.00 ,4.81 ,303.00 ,47852.03 
E01004102,Sutton 015E,1374.00 ,39.17 ,249950.00 ,5.47 ,411.00 ,48884.68 
E01004103,Sutton 013B,1577.00 ,17.56 ,180000.00 ,5.34 ,517.00 ,44565.35 
E01004104,Sutton 020A,1528.00 ,36.82 ,360000.00 ,3.44 ,471.00 ,58837.64 
E01004105,Sutton 022C,1819.00 ,38.45 ,400000.00 ,4.22 ,588.00 ,57680.79 
E01004106,Sutton 022D,1529.00 ,81.38 ,665000.00 ,2.44 ,576.00 ,75810.47 
E01004107,Sutton 020B,1529.00 ,24.21 ,225000.00 ,4.97 ,307.00 ,39698.32 
E01004108,Sutton 024C,1714.00 ,458.22 ,245500.00 ,3.30 ,414.00 ,50425.07 
E01004109,Sutton 024D,1596.00 ,66.53 ,189000.00 ,5.73 ,319.00 ,37810.14 
E01004110,Sutton 016A,1828.00 ,31.05 ,250000.00 ,5.55 ,559.00 ,45756.63 
E01004111,Sutton 016B,1511.00 ,47.68 ,300000.00 ,3.23 ,361.00 ,47605.32 
E01004112,Sutton 016C,1636.00 ,52.44 ,540000.00 ,2.28 ,598.00 ,65480.90 
E01004114,Sutton 025D,1735.00 ,154.38 ,882500.00 ,2.63 ,623.00 ,76575.19 
E01004115,Sutton 009A,1750.00 ,25.96 ,248950.00 ,3.09 ,344.00 ,42294.85 
E01004116,Sutton 008A,1608.00 ,32.32 ,342000.00 ,4.02 ,379.00 ,48738.98 
E01004117,Sutton 006A,1464.00 ,25.49 ,310000.00 ,2.40 ,291.00 ,49335.46 
E01004118,Sutton 009B,1675.00 ,27.12 ,242500.00 ,4.38 ,320.00 ,40343.61 
E01004119,Sutton 009C,1418.00 ,25.59 ,284950.00 ,3.91 ,219.00 ,42969.36 
E01004120,Sutton 016D,1538.00 ,28.87 ,356500.00 ,2.37 ,326.00 ,55775.49 
E01004121,Sutton 006B,1566.00 ,25.32 ,286500.00 ,5.07 ,431.00 ,45286.46 
E01004122,Sutton 008B,1372.00 ,25.92 ,290000.00 ,4.22 ,384.00 ,53301.07 
E01004123,Sutton 002A,2126.00 ,40.70 ,186000.00 ,9.18 ,364.00 ,31588.98 
E01004124,Sutton 002B,1826.00 ,18.38 ,197475.00 ,9.29 ,224.00 ,31815.33 
E01004125,Sutton 001A,1583.00 ,13.87 ,203000.00 ,6.14 ,204.00 ,30449.08 
E01004126,Sutton 002C,1509.00 ,12.87 ,190000.00 ,6.97 ,157.00 ,29232.58 
E01004127,Sutton 005A,1645.00 ,20.62 ,202500.00 ,5.76 ,219.00 ,34392.34 
E01004128,Sutton 002D,1488.00 ,17.07 ,193500.00 ,6.45 ,243.00 ,30052.18 
E01004129,Sutton 002E,1772.00 ,26.47 ,185000.00 ,9.84 ,195.00 ,28769.25 
E01004130,Sutton 003A,1598.00 ,67.58 ,250000.00 ,5.02 ,304.00 ,39290.61 
E01004131,Sutton 003B,1632.00 ,20.53 ,241000.00 ,3.81 ,295.00 ,39356.06 
E01004132,Sutton 009D,1536.00 ,17.10 ,269975.00 ,3.33 ,230.00 ,42588.09 
E01004133,Sutton 009E,1510.00 ,19.15 ,270000.00 ,2.49 ,247.00 ,45342.70 
E01004134,Sutton 003C,1435.00 ,21.90 ,268500.00 ,3.93 ,281.00 ,38814.61 
E01004135,Sutton 003D,1448.00 ,27.68 ,294537.50 ,3.89 ,295.00 ,40047.99 
E01004136,Sutton 003E,1553.00 ,24.14 ,250000.00 ,2.21 ,265.00 ,39655.38 
E01004137,Sutton 012A,1518.00 ,23.17 ,199250.00 ,5.61 ,469.00 ,40995.42 
E01004138,Sutton 013C,1552.00 ,16.89 ,235000.00 ,6.86 ,425.00 ,39546.40 
E01004139,Sutton 013D,1368.00 ,15.46 ,204000.00 ,5.83 ,385.00 ,44240.49 
E01004140,Sutton 012B,1509.00 ,13.22 ,152500.00 ,8.56 ,289.00 ,29422.34 
E01004141,Sutton 012C,1555.00 ,12.03 ,162500.00 ,7.11 ,316.00 ,33227.32 
E01004142,Sutton 012D,2038.00 ,38.35 ,173000.00 ,7.85 ,531.00 ,32876.69 
E01004143,Sutton 014A,1453.00 ,11.83 ,217000.00 ,6.86 ,368.00 ,39567.07 
E01004144,Sutton 007A,1627.00 ,40.70 ,268750.00 ,4.25 ,396.00 ,44495.24 
E01004145,Sutton 007B,2131.00 ,45.83 ,235000.00 ,4.60 ,404.00 ,38893.63 
E01004146,Sutton 007C,1710.00 ,21.42 ,211000.00 ,4.42 ,354.00 ,38955.42 
E01004147,Sutton 007D,1585.00 ,28.67 ,285000.00 ,4.66 ,320.00 ,44509.13 
E01004148,Sutton 014B,1592.00 ,23.49 ,225000.00 ,6.41 ,266.00 ,34649.02 
E01004149,Sutton 012E,1710.00 ,27.39 ,180000.00 ,6.72 ,385.00 ,38629.72 
E01004150,Sutton 021C,1560.00 ,16.14 ,190000.00 ,4.98 ,514.00 ,35149.51 
E01004151,Sutton 021D,1711.00 ,20.10 ,219750.00 ,4.17 ,619.00 ,45731.95 
E01004152,Sutton 018A,1562.00 ,20.48 ,185000.00 ,5.76 ,514.00 ,37628.53 
E01004153,Sutton 021E,1708.00 ,17.29 ,186250.00 ,5.32 ,596.00 ,42184.24 
E01004154,Sutton 022E,1430.00 ,34.07 ,390000.00 ,2.96 ,552.00 ,63735.16 
E01004155,Sutton 018B,1628.00 ,19.14 ,208500.00 ,4.34 ,606.00 ,48486.55 
E01004156,Sutton 018C,1687.00 ,20.78 ,172000.00 ,4.85 ,687.00 ,45257.50 
E01004157,Sutton 016E,1274.00 ,26.17 ,405500.00 ,3.36 ,410.00 ,63296.89 
E01004158,Sutton 018D,1479.00 ,23.82 ,243500.00 ,4.42 ,585.00 ,51303.04 
E01004159,Sutton 014C,1528.00 ,34.09 ,212250.00 ,3.88 ,264.00 ,39252.12 
E01004160,Sutton 014D,1575.00 ,22.56 ,220000.00 ,5.11 ,451.00 ,43416.95 
E01004161,Sutton 014E,1444.00 ,32.67 ,250000.00 ,3.40 ,372.00 ,46328.90 
E01004162,Sutton 018E,1549.00 ,17.81 ,204975.00 ,5.66 ,567.00 ,42690.79 
E01004163,Sutton 005B,1541.00 ,21.65 ,217000.00 ,4.75 ,250.00 ,37849.90 
E01004164,Sutton 004A,1476.00 ,23.47 ,230000.00 ,4.32 ,292.00 ,39743.03 
E01004165,Sutton 005C,1668.00 ,25.03 ,228000.00 ,5.57 ,323.00 ,36979.66 
E01004166,Sutton 004B,1449.00 ,24.70 ,177000.00 ,4.94 ,362.00 ,42028.21 
E01004167,Sutton 005D,1318.00 ,16.38 ,250000.00 ,8.67 ,200.00 ,33147.98 
E01004168,Sutton 013E,1576.00 ,22.48 ,250000.00 ,3.76 ,255.00 ,39389.02 
E01004169,Sutton 004C,1135.00 ,14.49 ,163500.00 ,8.24 ,212.00 ,35581.17 
E01004170,Sutton 017B,1721.00 ,25.13 ,172500.00 ,4.51 ,500.00 ,44641.55 
E01004171,Sutton 010A,1518.00 ,36.77 ,275000.00 ,3.15 ,325.00 ,46182.55 
E01004172,Sutton 010B,1549.00 ,17.88 ,160000.00 ,7.17 ,374.00 ,34842.53 
E01004173,Sutton 010C,1385.00 ,22.61 ,250000.00 ,6.64 ,302.00 ,40576.77 
E01004174,Sutton 017C,1444.00 ,17.12 ,230750.00 ,4.30 ,402.00 ,40250.65 
E01004175,Sutton 010D,1614.00 ,26.04 ,227500.00 ,4.86 ,309.00 ,39128.00 
E01004176,Sutton 010E,1419.00 ,16.11 ,220000.00 ,5.48 ,372.00 ,42878.01 
E01004177,Sutton 020C,1754.00 ,22.25 ,162500.00 ,7.54 ,393.00 ,34479.26 
E01004178,Sutton 017D,1979.00 ,24.20 ,160000.00 ,4.74 ,513.00 ,37534.24 
E01004179,Sutton 017E,1567.00 ,22.98 ,280000.00 ,4.63 ,465.00 ,51128.52 
E01004180,Sutton 020D,1711.00 ,59.71 ,444975.00 ,4.03 ,555.00 ,63422.08 
E01004181,Sutton 020E,1643.00 ,28.08 ,224000.00 ,5.07 ,456.00 ,39824.67 
E01004182,Sutton 019E,1546.00 ,14.73 ,237475.00 ,9.37 ,288.00 ,34960.43 
E01004183,Sutton 001B,1667.00 ,21.30 ,177500.00 ,8.84 ,222.00 ,30152.84 
E01004184,Sutton 001C,1590.00 ,27.63 ,185000.00 ,9.45 ,182.00 ,30994.10 
E01004185,Sutton 001D,1452.00 ,40.35 ,167000.00 ,9.89 ,191.00 ,29693.47 
E01004186,Sutton 004D,1724.00 ,29.92 ,160000.00 ,4.86 ,411.00 ,37585.85 
E01004187,Sutton 005E,1607.00 ,17.42 ,205350.00 ,6.75 ,231.00 ,34023.60 
E01004188,Sutton 004E,1711.00 ,35.25 ,170000.00 ,7.59 ,394.00 ,35782.64 
E01004189,Sutton 001E,1879.00 ,33.60 ,195500.00 ,7.34 ,272.00 ,30319.67 
E01004190,Sutton 008C,1367.00 ,26.42 ,261900.00 ,2.25 ,346.00 ,52109.05 
E01004191,Sutton 008D,1651.00 ,24.53 ,250000.00 ,4.68 ,362.00 ,40365.17 
E01004192,Sutton 006C,1931.00 ,39.02 ,250000.00 ,5.13 ,543.00 ,42948.05 
E01004193,Sutton 006D,2328.00 ,37.12 ,282500.00 ,5.13 ,573.00 ,45026.16 
E01004194,Sutton 008E,1356.00 ,20.49 ,227000.00 ,4.42 ,276.00 ,40400.34 
E01004195,Sutton 006E,1578.00 ,23.69 ,278500.00 ,4.12 ,414.00 ,40038.63 
E01004196,Sutton 008F,1444.00 ,24.44 ,259500.00 ,5.47 ,329.00 ,44965.26 
E01004197,Tower Hamlets 002A,2329.00 ,16.99 ,272500.00 ,10.15 ,824.00 ,45855.12 
E01004198,Tower Hamlets 002B,1529.00 ,9.50 ,272500.00 ,13.61 ,389.00 ,36421.00 
E01004199,Tower Hamlets 002C,1637.00 ,6.90 ,219000.00 ,13.72 ,282.00 ,34235.36 
E01004200,Tower Hamlets 005A,1566.00 ,5.73 ,320000.00 ,5.24 ,713.00 ,49798.11 
E01004201,Tower Hamlets 002D,1556.00 ,12.98 ,297125.00 ,10.21 ,521.00 ,45796.85 
E01004202,Tower Hamlets 005B,1705.00 ,11.22 ,245000.00 ,7.10 ,728.00 ,48623.35 
E01004203,Tower Hamlets 005C,1779.00 ,10.52 ,275000.00 ,6.56 ,650.00 ,44071.72 
E01004204,Tower Hamlets 005D,1582.00 ,8.45 ,235000.00 ,13.74 ,368.00 ,37152.84 
E01004205,Tower Hamlets 013A,2106.00 ,13.51 ,217000.00 ,16.02 ,406.00 ,34023.82 
E01004206,Tower Hamlets 013B,1492.00 ,7.69 ,220000.00 ,12.89 ,310.00 ,30689.83 
E01004207,Tower Hamlets 011A,1416.00 ,6.86 ,312500.00 ,9.24 ,386.00 ,37653.41 
E01004208,Tower Hamlets 013C,1976.00 ,16.18 ,218000.00 ,7.70 ,890.00 ,51676.44 
E01004209,Tower Hamlets 011B,1366.00 ,8.04 ,222497.50 ,15.04 ,236.00 ,35208.55 
E01004211,Tower Hamlets 013D,1463.00 ,16.48 ,246250.00 ,8.21 ,738.00 ,48699.68 
E01004212,Tower Hamlets 011D,1780.00 ,8.78 ,250000.00 ,8.43 ,568.00 ,38181.97 
E01004214,Tower Hamlets 030A,1669.00 ,6.72 ,184425.00 ,14.60 ,250.00 ,34401.22 
E01004215,Tower Hamlets 028A,2756.00 ,30.15 ,350000.00 ,8.93 ,1043.00 ,51623.31 
E01004216,Tower Hamlets 030B,1619.00 ,9.07 ,308000.00 ,5.69 ,704.00 ,63193.51 
E01004217,Tower Hamlets 030C,1745.00 ,41.34 ,261000.00 ,7.65 ,543.00 ,51083.02 
E01004218,Tower Hamlets 030D,1750.00 ,14.70 ,330000.00 ,6.60 ,749.00 ,70987.63 
E01004219,Tower Hamlets 028B,2294.00 ,19.95 ,250000.00 ,12.61 ,683.00 ,40543.08 
E01004221,Tower Hamlets 028D,1881.00 ,13.31 ,295000.00 ,7.48 ,794.00 ,63812.25 
E01004222,Tower Hamlets 001A,2480.00 ,13.82 ,201000.00 ,13.56 ,500.00 ,35290.27 
E01004223,Tower Hamlets 001B,2079.00 ,59.24 ,217500.00 ,10.30 ,506.00 ,42413.62 
E01004224,Tower Hamlets 001C,2000.00 ,43.86 ,249997.50 ,11.23 ,597.00 ,40867.62 
E01004225,Tower Hamlets 004A,2178.00 ,12.55 ,290000.00 ,3.48 ,1328.00 ,71231.78 
E01004226,Tower Hamlets 001D,1738.00 ,9.27 ,212000.00 ,10.89 ,411.00 ,38666.41 
E01004228,Tower Hamlets 003A,1857.00 ,12.67 ,385000.00 ,7.50 ,755.00 ,65653.47 
E01004229,Tower Hamlets 004C,1484.00 ,10.42 ,247000.00 ,9.88 ,472.00 ,42467.38 
E01004230,Tower Hamlets 003B,2101.00 ,15.79 ,285000.00 ,10.01 ,682.00 ,43396.41 
E01004231,Tower Hamlets 004D,1793.00 ,10.84 ,236000.00 ,11.51 ,410.00 ,37404.91 
E01004232,Tower Hamlets 003C,1665.00 ,19.33 ,537000.00 ,5.98 ,835.00 ,76005.77 
E01004233,Tower Hamlets 003D,1821.00 ,8.32 ,241000.00 ,12.10 ,401.00 ,37471.48 
E01004234,Tower Hamlets 003E,2218.00 ,57.31 ,552500.00 ,4.73 ,995.00 ,69577.63 
E01004235,Tower Hamlets 008A,1372.00 ,3.97 ,190000.00 ,14.17 ,254.00 ,34646.77 
E01004236,Tower Hamlets 008B,1679.00 ,10.22 ,170000.00 ,16.32 ,262.00 ,32882.84 
E01004237,Tower Hamlets 008C,1158.00 ,6.53 ,180000.00 ,11.28 ,331.00 ,39710.44 
E01004238,Tower Hamlets 008D,2733.00 ,35.51 ,250000.00 ,11.60 ,738.00 ,38909.85 
E01004239,Tower Hamlets 008E,1649.00 ,10.67 ,182750.00 ,14.89 ,245.00 ,37124.17 
E01004240,Tower Hamlets 012A,1815.00 ,8.66 ,223750.00 ,12.85 ,299.00 ,34120.05 
E01004241,Tower Hamlets 012B,1621.00 ,11.68 ,212000.00 ,17.16 ,266.00 ,34525.38 
E01004242,Tower Hamlets 012C,2453.00 ,20.17 ,260000.00 ,13.01 ,569.00 ,38740.64 
E01004243,Tower Hamlets 020A,1789.00 ,11.66 ,185750.00 ,13.70 ,286.00 ,34094.29 
E01004244,Tower Hamlets 020B,1885.00 ,13.75 ,245000.00 ,18.29 ,301.00 ,34775.23 
E01004245,Tower Hamlets 018A,1539.00 ,21.23 ,172000.00 ,18.21 ,173.00 ,31767.30 
E01004246,Tower Hamlets 018B,1977.00 ,20.35 ,276500.00 ,10.45 ,550.00 ,42519.59 
E01004247,Tower Hamlets 020C,1934.00 ,11.90 ,205000.00 ,16.30 ,338.00 ,33843.27 
E01004248,Tower Hamlets 018C,1344.00 ,10.69 ,168000.00 ,18.59 ,167.00 ,31568.59 
E01004249,Tower Hamlets 018D,2049.00 ,18.22 ,185000.00 ,16.39 ,331.00 ,34475.63 
E01004250,Tower Hamlets 020D,2342.00 ,9.99 ,200000.00 ,15.45 ,366.00 ,35035.30 
E01004251,Tower Hamlets 023A,2082.00 ,12.73 ,205000.00 ,12.91 ,439.00 ,36244.20 
E01004252,Tower Hamlets 024A,2707.00 ,16.10 ,240000.00 ,11.46 ,754.00 ,40939.86 
E01004253,Tower Hamlets 024B,2340.00 ,15.26 ,213750.00 ,13.28 ,393.00 ,35065.03 
E01004254,Tower Hamlets 023B,2120.00 ,17.06 ,325250.00 ,4.87 ,1322.00 ,81823.42 
E01004255,Tower Hamlets 023C,1618.00 ,9.39 ,275000.00 ,12.68 ,424.00 ,38033.78 
E01004256,Tower Hamlets 024C,1729.00 ,14.33 ,240750.00 ,11.49 ,318.00 ,35137.42 
E01004257,Tower Hamlets 024D,1884.00 ,12.57 ,230000.00 ,16.79 ,310.00 ,34472.17 
E01004258,Tower Hamlets 023D,1506.00 ,9.75 ,487500.00 ,5.31 ,683.00 ,75224.00 
E01004259,Tower Hamlets 007A,1723.00 ,13.33 ,246000.00 ,6.75 ,741.00 ,48308.65 
E01004260,Tower Hamlets 007B,1790.00 ,9.81 ,235000.00 ,11.28 ,475.00 ,38533.95 
E01004261,Tower Hamlets 010A,2525.00 ,16.62 ,236375.00 ,8.61 ,397.00 ,31795.42 
E01004262,Tower Hamlets 010B,1742.00 ,14.68 ,235000.00 ,10.25 ,404.00 ,37465.04 
E01004263,Tower Hamlets 007C,1419.00 ,8.15 ,219750.00 ,11.57 ,241.00 ,35411.12 
E01004264,Tower Hamlets 010C,1537.00 ,6.08 ,220000.00 ,15.95 ,287.00 ,32867.26 
E01004266,Tower Hamlets 007D,1545.00 ,8.21 ,472500.00 ,10.08 ,510.00 ,45696.19 
E01004267,Tower Hamlets 012D,1767.00 ,21.08 ,227000.00 ,9.76 ,676.00 ,44060.91 
E01004268,Tower Hamlets 012E,1784.00 ,5.17 ,241300.00 ,16.69 ,342.00 ,34046.75 
E01004269,Tower Hamlets 014A,1975.00 ,15.52 ,242500.00 ,12.47 ,550.00 ,37118.49 
E01004270,Tower Hamlets 014B,2236.00 ,29.34 ,350000.00 ,8.60 ,838.00 ,46576.40 
E01004271,Tower Hamlets 014C,1589.00 ,9.59 ,221000.00 ,16.29 ,268.00 ,36942.81 
E01004272,Tower Hamlets 014D,2099.00 ,9.48 ,220000.00 ,17.60 ,264.00 ,31801.02 
E01004273,Tower Hamlets 014E,1904.00 ,16.86 ,310000.00 ,16.56 ,302.00 ,34455.28 
E01004274,Tower Hamlets 031A,1973.00 ,8.49 ,402500.00 ,12.34 ,570.00 ,47715.40 
E01004275,Tower Hamlets 031B,1879.00 ,13.87 ,301000.00 ,6.51 ,679.00 ,62818.79 
E01004276,Tower Hamlets 031C,2024.00 ,8.14 ,365000.00 ,3.23 ,1288.00 ,97881.42 
E01004277,Tower Hamlets 033A,1630.00 ,43.08 ,446000.00 ,2.37 ,1112.00 ,105267.86 
E01004280,Tower Hamlets 032A,1879.00 ,13.63 ,287500.00 ,9.44 ,670.00 ,53438.57 
E01004281,Tower Hamlets 031D,1770.00 ,12.56 ,266250.00 ,6.94 ,982.00 ,79148.15 
E01004283,Tower Hamlets 016A,2317.00 ,15.11 ,237500.00 ,11.60 ,482.00 ,37055.82 
E01004284,Tower Hamlets 019A,2302.00 ,19.08 ,213000.00 ,10.96 ,719.00 ,44326.62 
E01004285,Tower Hamlets 019B,2318.00 ,12.47 ,130000.00 ,16.87 ,313.00 ,33903.85 
E01004286,Tower Hamlets 019C,2364.00 ,15.60 ,440000.00 ,15.29 ,522.00 ,41338.49 
E01004287,Tower Hamlets 016B,2171.00 ,8.53 ,249999.00 ,10.24 ,486.00 ,36960.36 
E01004288,Tower Hamlets 019D,1620.00 ,10.28 ,210000.00 ,16.11 ,254.00 ,34695.87 
E01004289,Tower Hamlets 016C,1844.00 ,10.49 ,315000.00 ,10.55 ,441.00 ,38136.47 
E01004290,Tower Hamlets 016D,1302.00 ,10.26 ,399995.00 ,6.82 ,485.00 ,45349.72 
E01004291,Tower Hamlets 027A,1844.00 ,11.59 ,378500.00 ,4.10 ,1076.00 ,82321.42 
E01004292,Tower Hamlets 026A,1738.00 ,15.00 ,412500.00 ,2.42 ,1094.00 ,95202.17 
E01004293,Tower Hamlets 027B,2125.00 ,32.63 ,552500.00 ,4.29 ,1272.00 ,92592.12 
E01004294,Tower Hamlets 026B,1757.00 ,21.33 ,356500.00 ,7.07 ,841.00 ,68964.67 
E01004295,Tower Hamlets 026C,1516.00 ,8.13 ,297275.00 ,13.69 ,273.00 ,35143.94 
E01004296,Tower Hamlets 026D,1605.00 ,13.50 ,272500.00 ,8.62 ,550.00 ,44949.57 
E01004297,Tower Hamlets 027C,1826.00 ,12.04 ,442500.00 ,3.09 ,1090.00 ,93867.72 
E01004298,Tower Hamlets 022A,1637.00 ,9.18 ,190000.00 ,13.83 ,394.00 ,36632.99 
E01004300,Tower Hamlets 022B,1349.00 ,5.22 ,336250.00 ,11.99 ,258.00 ,35221.69 
E01004301,Tower Hamlets 025B,1324.00 ,8.18 ,499000.00 ,11.51 ,320.00 ,36910.23 
E01004302,Tower Hamlets 025C,1987.00 ,4.98 ,230000.00 ,12.46 ,390.00 ,35294.31 
E01004303,Tower Hamlets 025D,2362.00 ,22.17 ,245000.00 ,9.88 ,715.00 ,48515.51 
E01004304,Tower Hamlets 022C,1957.00 ,10.28 ,320000.00 ,14.41 ,406.00 ,35577.65 
E01004305,Tower Hamlets 022D,1952.00 ,9.11 ,231250.00 ,12.62 ,401.00 ,35027.47 
E01004306,Tower Hamlets 015A,1799.00 ,12.18 ,400000.00 ,7.84 ,733.00 ,52635.18 
E01004307,Tower Hamlets 015B,2186.00 ,21.46 ,413000.00 ,5.60 ,1325.00 ,77820.14 
E01004308,Tower Hamlets 015C,1478.00 ,8.33 ,250750.00 ,8.44 ,458.00 ,43140.30 
E01004309,Tower Hamlets 015D,2852.00 ,12.68 ,250000.00 ,17.09 ,750.00 ,39555.72 
E01004310,Tower Hamlets 015E,1971.00 ,9.19 ,339500.00 ,14.06 ,671.00 ,41053.92 
E01004311,Tower Hamlets 006A,1518.00 ,8.47 ,270000.00 ,11.51 ,465.00 ,37137.57 
E01004312,Tower Hamlets 009A,1614.00 ,6.87 ,220000.00 ,12.31 ,383.00 ,34648.30 
E01004313,Tower Hamlets 009B,2043.00 ,8.21 ,317500.00 ,8.48 ,644.00 ,40261.26 
E01004314,Tower Hamlets 006B,1100.00 ,8.33 ,620000.00 ,4.40 ,558.00 ,77495.59 
E01004315,Tower Hamlets 006C,1628.00 ,9.56 ,373500.00 ,8.37 ,605.00 ,45061.47 
E01004316,Tower Hamlets 009C,1138.00 ,3.52 ,352500.00 ,11.13 ,390.00 ,41889.29 
E01004317,Tower Hamlets 009D,2706.00 ,27.06 ,355000.00 ,7.66 ,1329.00 ,59549.45 
E01004318,Tower Hamlets 006D,1459.00 ,5.87 ,216000.00 ,13.18 ,415.00 ,40016.10 
E01004319,Tower Hamlets 021A,1886.00 ,8.97 ,244500.00 ,13.26 ,450.00 ,36251.83 
E01004321,Tower Hamlets 021C,1822.00 ,10.43 ,282500.00 ,10.89 ,540.00 ,38877.75 
E01004322,Tower Hamlets 017A,1292.00 ,14.18 ,244500.00 ,10.10 ,340.00 ,39752.39 
E01004323,Tower Hamlets 017B,1466.00 ,7.07 ,205000.00 ,8.63 ,454.00 ,41573.48 
E01004324,Tower Hamlets 017C,1574.00 ,7.61 ,285000.00 ,13.18 ,319.00 ,35522.31 
E01004325,Tower Hamlets 021D,2487.00 ,13.65 ,367500.00 ,5.98 ,1288.00 ,58758.33 
E01004326,Tower Hamlets 017D,1444.00 ,8.37 ,220000.00 ,7.67 ,458.00 ,39763.11 
E01004327,Waltham Forest 028A,1213.00 ,11.70 ,198000.00 ,10.51 ,294.00 ,31069.36 
E01004328,Waltham Forest 028B,1840.00 ,10.32 ,223250.00 ,9.77 ,483.00 ,35125.35 
E01004329,Waltham Forest 028C,1931.00 ,11.61 ,230000.00 ,9.23 ,508.00 ,33250.62 
E01004330,Waltham Forest 028D,1834.00 ,9.53 ,230000.00 ,7.03 ,497.00 ,37154.38 
E01004331,Waltham Forest 028E,1856.00 ,10.62 ,202500.00 ,8.61 ,437.00 ,32862.12 
E01004332,Waltham Forest 028F,1849.00 ,11.51 ,210500.00 ,9.30 ,420.00 ,32961.24 
E01004333,Waltham Forest 024A,1769.00 ,9.98 ,208500.00 ,11.68 ,423.00 ,32692.67 
E01004334,Waltham Forest 024B,1507.00 ,10.72 ,200000.00 ,17.84 ,239.00 ,26312.06 
E01004335,Waltham Forest 027A,1843.00 ,11.99 ,237500.00 ,17.26 ,255.00 ,26154.51 
E01004336,Waltham Forest 026A,1699.00 ,21.65 ,175000.00 ,7.89 ,464.00 ,31327.58 
E01004337,Waltham Forest 027B,1966.00 ,11.42 ,211000.00 ,10.41 ,375.00 ,30601.29 
E01004338,Waltham Forest 027C,1772.00 ,9.11 ,253000.00 ,9.02 ,530.00 ,36413.71 
E01004339,Waltham Forest 027D,1814.00 ,10.41 ,245000.00 ,7.84 ,505.00 ,36616.17 
E01004340,Waltham Forest 027E,1849.00 ,26.03 ,141000.00 ,14.68 ,383.00 ,30059.52 
E01004341,Waltham Forest 027F,1757.00 ,15.04 ,198000.00 ,15.05 ,342.00 ,30829.23 
E01004342,Waltham Forest 011A,2143.00 ,35.95 ,237500.00 ,8.26 ,497.00 ,34151.70 
E01004343,Waltham Forest 008A,1794.00 ,27.36 ,250000.00 ,5.99 ,379.00 ,49084.24 
E01004344,Waltham Forest 008B,1840.00 ,38.24 ,236000.00 ,9.29 ,321.00 ,34254.70 
E01004345,Waltham Forest 010A,1925.00 ,14.18 ,215000.00 ,8.51 ,375.00 ,37420.38 
E01004346,Waltham Forest 011B,1713.00 ,18.51 ,245000.00 ,7.35 ,325.00 ,41993.15 
E01004347,Waltham Forest 011C,1983.00 ,23.00 ,232500.00 ,6.26 ,594.00 ,42903.15 
E01004348,Waltham Forest 010B,2688.00 ,26.94 ,234000.00 ,9.12 ,644.00 ,37024.67 
E01004349,Waltham Forest 001A,1439.00 ,63.69 ,240000.00 ,8.53 ,197.00 ,35618.03 
E01004350,Waltham Forest 001B,1753.00 ,31.54 ,247500.00 ,7.24 ,281.00 ,34286.33 
E01004351,Waltham Forest 001C,1601.00 ,43.56 ,250000.00 ,4.48 ,320.00 ,52233.26 
E01004352,Waltham Forest 002A,1920.00 ,147.06 ,325000.00 ,4.49 ,622.00 ,67125.67 
E01004353,Waltham Forest 002B,1806.00 ,56.38 ,312500.00 ,6.50 ,432.00 ,57178.63 
E01004354,Waltham Forest 002C,1768.00 ,30.53 ,250000.00 ,5.14 ,441.00 ,54594.17 
E01004355,Waltham Forest 004A,1599.00 ,24.49 ,197500.00 ,7.02 ,328.00 ,43073.62 
E01004356,Waltham Forest 001D,1630.00 ,47.24 ,291000.00 ,8.92 ,233.00 ,40878.02 
E01004357,Waltham Forest 001E,1556.00 ,33.22 ,299997.50 ,7.58 ,280.00 ,49448.55 
E01004358,Waltham Forest 002D,1647.00 ,24.83 ,190750.00 ,6.99 ,405.00 ,48024.89 
E01004359,Waltham Forest 002E,1673.00 ,22.59 ,325000.00 ,6.38 ,371.00 ,55426.04 
E01004360,Waltham Forest 004B,1331.00 ,22.62 ,306500.00 ,5.06 ,278.00 ,58678.59 
E01004361,Waltham Forest 005A,1294.00 ,20.93 ,286000.00 ,4.63 ,260.00 ,53277.31 
E01004362,Waltham Forest 021A,1614.00 ,80.90 ,247500.00 ,6.61 ,563.00 ,45863.52 
E01004363,Waltham Forest 019A,1565.00 ,29.50 ,250000.00 ,6.49 ,429.00 ,45046.77 
E01004364,Waltham Forest 019B,1738.00 ,20.11 ,250000.00 ,9.52 ,375.00 ,35030.88 
E01004365,Waltham Forest 020A,2289.00 ,11.91 ,232000.00 ,7.91 ,518.00 ,31200.66 
E01004366,Waltham Forest 019C,1891.00 ,29.55 ,285000.00 ,9.07 ,507.00 ,43831.28 
E01004367,Waltham Forest 019D,1637.00 ,12.53 ,260000.00 ,7.95 ,368.00 ,36994.23 
E01004368,Waltham Forest 019E,1875.00 ,14.01 ,250000.00 ,7.37 ,623.00 ,43631.19 
E01004369,Waltham Forest 023A,1766.00 ,9.79 ,186250.00 ,7.34 ,488.00 ,36590.43 
E01004370,Waltham Forest 023B,1786.00 ,13.88 ,246000.00 ,5.95 ,533.00 ,40453.53 
E01004371,Waltham Forest 025A,1703.00 ,10.89 ,283250.00 ,8.29 ,509.00 ,42300.09 
E01004372,Waltham Forest 023C,1831.00 ,9.87 ,193750.00 ,6.52 ,572.00 ,42950.41 
