lsoa,names,unemployment_rate,work_popu_rate,population_density,couple_household_with_dependent_children,couple_household_without_dependent_children,lone_parent_household,one_person_household,other_multi_person_household,ethnic_white,ethnic_mixed_multiple,ethnic_asian_asian_british,ethnic_black,ethnic_other,ethnic_bame,country_of_birthc_uk,country_of_birthc_nuk,religionc_christian,religionc_buddhist,religionc_hindu,religionc_jewish,religionc_muslim,religionc_sikh,religionc_other_religion,religionc_no_religion,religionc_religion_not_stated,tenurec_owned_outright,tenurec_owned_with_a_mortgage_or_loan,tenurtc_social_rented,tenurec_private_rented,dwelling_typec_household_spaces_with_at_least_one_usual_resident,dwelling_typec_household_spaces_with_no_usual_residents,dwelling_type_detached,dwelling_type_semi_detached,dwelling_type_terraced,dwelling_type_flat,house_prices,no_qualifications,level1_qualifications,level2_qualifications,apprenticeship,level3_qualifications,level4_qualifications_and_above,other_qualifications,over_18_students,health_activities_limited,health_activities_limited_a_little,health_activities_not_limited,good_health,fair_health,bad_health,nocars,1car,2cars,3cars,4+_cars,cars_per_household,transport_accessibility,household_income
E01001686,Greenwich 020E,1104,6904,17,1307,1607,1804,3707,1306,6002,609,806,2303,101,3908,6704,3206,5402,109,204,4,409,102,3,2509,808,1409,3109,2909,2203,95,5,407,1303,1808,6302,180000,1702,1107,1303,109,1004,3603,902,703,609,702,8509,8407,10,503,4307,4009,1209,107,8,8,202,30279
E01001580,Greenwich 021A,303,7607,2908,1304,3003,5,3907,1105,8504,301,608,307,1,1406,77,23,4507,6,109,4,203,5,4,4009,702,2104,2802,1002,3807,9502,408,808,805,405,7803,442500,509,5,706,8,10,6609,308,507,304,502,9104,9009,609,202,3107,5309,1301,102,1,8,401,59099
E01001582,Greenwich 021B,704,62,3402,1902,24,1009,3607,902,7708,304,706,807,206,2202,7601,2309,5105,104,2,1,509,5,7,2807,903,2602,2809,2501,1709,97,3,805,2806,1401,4809,310000,1706,808,907,6,906,4705,602,402,906,908,8006,82,1108,602,3305,4606,1601,207,101,9,207,42636
E01001583,Greenwich 021C,302,7303,2903,13,3008,408,4207,808,8602,4,407,406,5,1308,80,20,5301,1,102,8,104,2,4,3402,707,2004,30,1704,3004,9606,304,1106,804,605,7306,280000,705,6,806,8,1103,6103,404,4,309,509,9003,8901,802,206,33,4905,1402,208,5,9,209,57793
E01001584,Greenwich 021D,207,6208,3208,1607,3003,403,4007,8,8807,309,309,3,5,1103,8002,1908,5206,8,6,3,101,1,2,3408,905,3207,2602,1104,2806,9408,502,1102,902,2005,5902,415000,709,502,809,8,701,6504,406,209,702,806,8402,8502,1008,309,2907,5205,1503,108,7,9,203,63279
E01001645,Greenwich 022A,703,6506,29,1801,2402,1602,3205,9,6605,5,804,1706,205,3305,74,26,5902,105,303,1,508,7,5,2102,705,2101,3205,3502,808,9609,301,301,4105,4107,1307,183000,2606,1205,1402,203,902,2601,9,504,1008,1004,7808,7605,1606,609,3405,4408,1702,207,8,9,109,29786
E01001647,Greenwich 022B,705,6405,3407,1805,2701,1204,2804,1306,6302,402,1704,1301,2,3608,7204,2706,5106,205,307,0,907,201,3,2305,607,3203,3603,1907,11,99,1,701,6406,2108,606,270000,2405,1104,1109,3,1102,3108,603,609,909,806,8105,7809,1404,606,2501,4504,2408,305,102,101,202,36941
E01001648,Greenwich 022C,7,6904,4107,1802,2602,808,3402,1206,6707,603,1207,11,203,3203,7209,2701,5207,104,309,2,8,108,6,2301,803,2003,4107,21,1505,9801,109,607,32,1302,48,236250,1802,1206,1208,2,908,3704,703,502,705,608,8507,8307,11,504,24,51,1903,403,104,101,202,39379
E01001649,Greenwich 022D,707,69,3302,20,2507,1605,2507,1201,76,301,508,1305,106,24,7809,2101,6108,1,106,5,307,1,1,25,603,1709,3205,3606,1002,9709,201,406,3608,4902,903,200000,3003,13,1505,3,904,2004,805,406,806,808,8205,7808,1407,605,3207,4401,1704,503,5,1,105,28389
E01001605,Greenwich 023A,404,65,6601,2707,3902,704,1608,809,8903,108,501,302,6,1007,8805,1105,6106,1,103,2,103,8,1,2207,11,45,4904,104,309,9804,106,102,8209,1503,5,257500,1803,1706,1709,308,1108,2407,509,306,507,805,8508,8504,1107,209,10,4209,3604,801,206,105,101,47022
E01001606,Greenwich 023B,304,6705,2101,2903,33,902,21,704,8907,206,501,105,101,1003,8803,1107,5808,5,8,2,201,5,2,2707,9,3408,5206,301,803,99,1,8,2402,6708,702,250000,1501,15,1702,304,1104,3108,6,406,409,607,8803,8806,804,209,1407,5101,2708,505,8,103,104,46222
E01001610,Greenwich 023C,508,6507,2201,2301,3105,903,2908,602,8605,208,601,308,8,1305,8402,1508,6009,101,1,0,107,1,2,2707,702,3101,4301,1501,903,9805,105,8,3105,5301,1406,224750,2203,1503,1308,307,1003,2904,502,403,608,808,8404,8107,1209,503,2509,4601,2309,305,6,101,108,38682
E01001611,Greenwich 023D,607,6206,2001,1805,2805,1102,3505,603,8802,307,301,309,1,1108,8409,1501,60,9,3,2,103,8,4,2609,902,2505,3307,3207,703,9801,109,204,3207,3905,2504,233500,2902,1402,1303,309,908,2404,503,304,1001,906,8002,7901,1406,602,3407,4607,1404,302,9,9,205,34863
E01001620,Greenwich 025A,1007,6509,2601,2402,2404,1704,1702,1608,7402,208,903,1103,205,2508,7703,2207,5706,106,206,2,6,1,3,2507,509,1504,3203,4206,803,99,1,205,6804,2401,409,220500,3309,1604,1307,2,809,1801,609,5,1001,9,81,7808,1301,8,3009,4304,1902,507,8,1,302,26595
E01001621,Greenwich 025B,903,6803,3607,1705,2504,1303,3402,907,8303,405,502,6,101,1607,81,19,5704,101,5,1,101,3,5,3007,803,1409,3001,4104,1008,9807,103,201,5002,1003,3703,235000,28,1204,1306,302,10,26,609,501,909,908,8003,7801,1503,606,3505,4706,1206,301,101,9,502,29637
E01001623,Greenwich 025C,906,6809,2707,2009,2808,1606,2401,906,75,305,802,1102,201,25,7905,2005,5407,4,203,2,506,1,4,2904,701,1008,3303,3606,1504,9807,103,301,36,48,1209,215000,2508,1405,1504,108,803,2604,708,5,804,805,8301,8109,1108,603,30,5305,1402,203,2,9,201,30217
E01001624,Greenwich 025D,604,6508,2204,2001,2703,1603,2706,807,8707,201,402,504,6,1203,8506,1404,5907,6,8,1,106,1,7,2606,808,2207,3105,3906,401,9902,8,205,3505,56,6,243250,3007,1306,1309,201,1201,2103,603,405,1006,11,7803,7701,1509,7,2808,4908,1802,207,5,1,209,32291
E01001625,Greenwich 025E,1006,6509,27,1806,2307,1904,2504,1209,8009,209,5,902,2,1901,8109,1801,5605,1,104,3,507,8,2,28,7,1305,2703,5305,409,99,1,305,5208,3901,406,185000,3802,15,14,203,902,1405,608,405,1107,1004,7709,7509,16,801,38,4101,1602,403,5,9,207,24973
E01001604,Greenwich 027A,309,6707,2307,2703,2909,808,2608,702,8607,303,706,105,9,1303,8408,1502,5503,105,108,2,106,3,6,3008,709,3301,4206,1106,1101,9603,307,306,3404,4107,2003,341000,1503,1009,1602,202,1008,3804,602,403,607,704,8508,8405,1105,4,2309,5109,1704,508,9,101,404,50356
E01001607,Greenwich 027B,609,6403,2101,2107,32,1301,27,603,8906,208,5,201,5,1004,8508,1402,5904,4,104,3,106,0,6,2703,809,2805,3906,2402,608,9707,203,302,1605,6401,1602,292000,2306,1207,1503,305,1005,2903,503,305,809,906,8105,8107,1207,506,2505,5007,1809,403,7,1,307,39718
E01001608,Greenwich 027C,409,6102,4702,2201,3201,603,3301,604,9309,201,204,104,2,601,8907,1003,6402,5,7,6,1,3,1,2409,806,3809,3802,1409,704,9802,108,1404,3108,26,2707,418000,1405,904,1503,204,1105,4302,306,408,702,806,8402,8301,13,309,2306,4107,2607,509,2,102,306,56564
E01001609,Greenwich 027D,607,6308,3306,1708,2209,702,4306,805,8601,207,408,506,7,1309,8208,1702,5801,4,202,2,204,1,4,2805,707,2904,2704,27,1201,97,3,2,2406,26,4704,268000,2004,1005,1508,209,1005,3409,5,309,1007,1001,7902,7706,1406,708,4208,37,1604,207,101,8,409,39514
E01001613,Greenwich 028A,606,6407,7301,1204,2405,908,4403,9,8402,207,505,507,109,1508,83,17,6107,7,103,1,307,102,6,2308,609,2705,2907,2309,1708,9604,306,503,1008,1607,6702,200000,2301,1302,1406,208,1009,29,604,409,903,808,8108,7809,16,5,3806,4603,1109,206,6,8,403,33304
E01001614,Greenwich 028B,309,6304,8806,2105,47,508,1705,801,9008,9,505,105,102,902,8707,1203,6808,3,206,2,208,6,0,1707,609,5101,4002,3,409,9605,305,23,7007,105,409,350000,1905,1408,1707,509,12,2508,403,401,7,905,8305,8108,1401,401,1105,3709,3503,1002,501,106,206,53018
E01001615,Greenwich 028C,605,6805,9505,13,23,709,4508,1003,7806,306,805,704,109,2104,7205,2705,5407,1,3,3,309,9,3,2802,706,2504,2407,2201,2405,9603,307,1301,306,1107,7106,183500,1704,1004,1301,2,1001,39,709,509,702,905,8302,83,1204,406,4002,4301,1208,202,106,8,403,37399
E01001617,Greenwich 028D,509,6203,6904,1504,3004,707,3805,8,8704,207,509,302,9,1206,8406,1504,6404,8,109,0,302,3,4,2203,607,4005,3701,6,1307,9609,301,305,3904,2407,3204,216000,2406,1302,17,401,1001,2505,505,308,806,1007,8006,8007,1308,505,29,4801,1806,304,9,1,306,40368
E01001653,Greenwich 029A,1203,6405,2606,1805,2201,2101,2705,1007,8106,501,405,803,5,1804,8203,1707,5402,6,7,3,307,1,4,3103,808,601,2606,6005,606,9709,201,104,1101,2608,6007,153000,3403,1701,1605,203,905,1405,507,408,1001,10,7909,7708,1406,706,4103,4408,1002,303,5,8,2,24692
E01001654,Greenwich 029B,1005,6103,3001,1804,2004,1904,3007,1101,7403,501,307,14,209,2507,8007,1903,5304,9,8,5,601,8,5,3001,7,1609,2305,5001,703,9807,103,9,2307,3301,3402,189500,3107,1506,15,109,1008,1708,702,504,1007,906,7906,7706,1409,705,3105,4506,1807,305,7,1,108,25995
E01001655,Greenwich 029C,1102,6706,4305,16,1906,2206,3402,705,8008,403,209,1103,8,1902,8202,1708,5107,8,8,0,201,1,4,3406,906,901,19,6109,903,9705,205,101,11,2408,6301,155250,3202,1606,1508,202,1006,1603,602,404,1006,909,7905,7703,1307,901,4507,4108,1101,104,0,7,205,24148
E01001660,Greenwich 029D,11,6301,3305,1702,2404,2003,2406,1305,6804,408,1001,14,208,3106,7403,2507,5308,5,308,0,604,1,6,2606,802,1906,2503,4407,805,9903,7,506,4007,3406,19,280000,2605,1507,1505,304,807,2104,809,605,807,1001,8102,8002,1408,501,3403,44,1607,309,1,9,202,27711
E01001661,Greenwich 029E,802,6206,4505,1907,2906,1406,2401,1109,7708,208,704,8,309,2202,7807,2103,57,7,106,1,605,9,1,2504,709,2103,3308,3702,606,9808,102,607,3505,4108,16,177475,33,1301,1307,203,907,2103,609,409,1107,906,7806,7702,1404,803,3307,4409,1602,406,7,9,206,28705
E01001618,Greenwich 030C,802,62,3408,2001,2708,16,2809,703,87,206,5,4,104,13,8703,1207,6205,4,9,1,305,1,4,2601,6,2703,3407,2905,707,9803,107,506,4702,2307,2305,238750,2802,1704,1409,307,1006,1903,509,401,907,902,8101,7904,1307,609,2802,4406,21,406,105,101,209,30450
E01001619,Greenwich 030D,509,6806,3202,1603,2907,1202,3102,1006,8307,302,704,408,8,1603,8403,1507,5708,9,201,2,4,2,5,2607,706,2305,3702,11,2101,9609,301,207,2206,4003,3404,215500,2009,1306,1507,208,1307,29,402,4,504,706,87,8601,1005,305,27,5308,15,305,6,1,308,38123
E01033729,Greenwich 030E,606,7706,6901,15,1607,2002,3508,1203,7607,407,906,8,1,2303,7909,2001,4609,7,1,3,404,6,3,3807,702,1405,1705,5501,1101,9707,203,107,2303,1309,6101,178000,1809,905,1207,106,34,1507,707,4803,7,702,8509,8402,11,408,4508,37,13,301,101,8,205,24352
E01001597,Greenwich 031A,5,6609,3204,1906,3103,802,2908,11,7503,404,904,704,306,2407,81,19,5605,7,301,3,7,9,4,2402,7,3303,3509,1308,1507,9807,103,605,6105,409,2702,250000,21,1406,1405,305,1105,2903,506,307,701,1007,8202,8204,1308,308,2209,4302,2507,406,306,102,302,40784
E01001598,Greenwich 031B,503,6506,4605,1703,3708,804,2408,1107,79,107,801,709,303,21,8103,1807,6209,7,305,1,405,1,3,2007,602,38,4106,1007,807,9802,108,1009,7301,503,1007,287500,1908,1506,1401,3,1103,3004,509,504,804,906,82,82,13,5,1309,4605,2807,803,206,104,209,42384
E01001602,Greenwich 031C,1003,6209,2507,1602,2405,1906,2901,1006,8209,403,301,708,109,1701,8506,1404,58,6,4,1,408,1,2,2709,8,1901,2902,4407,6,9902,8,104,4301,3607,1808,222500,3207,1408,1701,303,906,1505,7,309,1106,901,7903,7608,16,702,3008,4701,1703,4,8,1,206,27752
E01001603,Greenwich 031D,11,6209,21,1502,1704,1702,4302,609,8208,303,303,906,1,1702,8606,1304,5404,5,5,2,4,1,5,3008,809,1106,2102,6005,408,9904,6,9,2209,2102,55,195000,3506,1402,15,205,1005,1508,603,301,1302,1004,7604,7304,17,906,4607,3708,1105,301,9,7,3,25738
E01001596,Greenwich 032A,305,63,2903,2503,4207,605,2001,504,8308,301,702,307,202,1602,8702,1208,6302,4,109,3,504,2,4,1902,701,4304,4502,203,802,9802,108,801,8006,409,604,281246,2106,1401,1602,407,1306,2407,5,401,603,801,8506,8501,1005,404,1201,4707,2805,807,3,104,202,47166
E01001599,Greenwich 032B,6,6407,4504,2203,3204,1107,2106,12,8009,208,606,705,201,1901,83,17,6304,102,9,4,404,4,5,2108,702,3109,40,1902,708,9907,3,7,7102,10,1108,276000,2804,1701,1403,307,1006,2103,406,6,801,806,8304,8104,1301,505,2007,4005,2803,801,204,103,206,36342
E01001600,Greenwich 032C,703,6901,3003,2101,2903,10,3204,702,8206,3,601,609,104,1704,83,17,6001,1,103,6,304,4,3,2403,806,2503,4105,1207,1905,9805,105,4,40,1403,4106,256000,2001,1305,1507,407,1403,2602,503,5,605,801,8505,8406,1009,405,2901,4704,1902,308,6,1,306,38560
E01001601,Greenwich 032D,305,6207,2402,2303,3108,705,3101,603,8605,201,5,409,105,1305,8608,1302,6409,3,4,5,3,1,1,22,707,3308,4406,1101,9,9905,5,601,6302,1401,1606,287000,2208,1309,1502,409,1301,2407,505,509,1103,7,8106,8005,1309,506,20,4504,2703,5,203,103,209,43593
E01001669,Greenwich 033A,907,6605,5004,1906,1907,1804,2707,1405,58,507,903,2503,108,42,7109,2801,5602,108,208,0,405,107,7,2302,901,1903,2902,3507,1206,9406,504,307,1401,51,3102,177000,2208,1508,1502,3,1102,2209,901,901,702,707,8501,8203,1203,503,3704,4301,1402,303,109,9,207,26687
E01001671,Greenwich 033B,804,6604,1906,19,1906,1402,3603,11,6808,504,707,1606,105,3102,7506,2404,5602,8,205,3,401,105,4,2702,7,2103,3802,2109,1802,9803,107,407,701,6103,2609,162100,2205,1404,1409,108,1105,2708,701,502,702,702,8506,8203,1205,502,4003,4502,1209,105,1,8,205,29011
E01001676,Greenwich 033C,1502,6509,1301,2102,1309,22,2606,1603,4502,409,1506,3202,202,5408,5801,4109,5204,207,505,0,802,406,2,1909,606,903,1903,4305,24,9802,108,204,808,3506,5302,192500,2103,1303,1506,108,1007,2408,1206,1107,6,803,8507,8308,1109,403,4805,3909,908,104,5,7,305,24344
E01032567,Greenwich 033D,903,6607,4103,2007,2608,1605,2303,1207,6208,505,1009,1904,103,3702,7706,2204,5808,1,408,2,408,207,3,2009,704,3301,4103,1501,902,9708,202,4,2606,5606,1208,180900,2107,1702,1403,403,13,2204,701,705,706,705,8409,8209,1207,405,2309,46,2206,508,107,102,207,31078
E01001656,Greenwich 034A,606,6207,2706,1406,2703,1209,3509,903,8307,308,402,7,103,1603,8008,1902,4609,105,4,2,307,2,4,3707,9,2904,2705,3009,1103,9604,306,801,1004,3909,4106,438675,1807,906,1008,106,707,4701,404,401,9,1008,8003,8107,1304,409,3601,5003,905,306,5,8,7,44523
E01001657,Greenwich 034B,405,6305,4004,2101,2509,802,3609,709,8005,306,508,702,3,1905,7507,2403,5307,3,208,6,207,5,8,3003,803,3208,3103,1605,1606,9609,301,2206,14,1408,4806,453000,1007,801,1009,101,904,5406,502,4,602,7,8607,87,805,405,3304,45,1506,5,1,1,205,55145
E01001658,Greenwich 034C,701,6304,4305,1308,26,1002,3907,1002,7406,306,805,1101,203,2504,7405,2505,5209,105,108,1,407,3,5,2901,9,2903,3103,1902,1801,9404,506,308,1303,2101,6107,190000,2105,1002,1208,104,1007,37,605,409,704,904,8302,8204,1208,408,3605,4606,1404,108,7,8,208,37058
E01001659,Greenwich 034D,604,6503,3708,21,3106,803,2501,14,6302,407,1504,1305,301,3608,7006,2904,5405,201,406,1,904,7,6,1901,809,3503,3509,17,1103,9704,206,1804,5605,803,1608,375000,2102,1202,1206,107,9,3508,706,703,708,906,8207,8007,1308,505,2008,4402,2507,704,109,103,3,41173
E01033726,Greenwich 034E,1204,6204,10208,2007,2201,2303,20,1308,6007,403,1104,2003,302,3903,7104,2806,5105,206,203,2,1002,4,5,2306,807,15,2603,4909,602,9808,102,402,3004,4607,1806,225000,2902,1402,1502,108,907,2007,901,701,10,703,8207,7807,1308,706,3405,4505,1505,305,1,9,206,26765
E01001640,Greenwich 035A,1104,7505,1308,1401,1207,2209,2808,2105,5405,7,1302,2205,209,4505,61,39,4808,205,203,0,706,2,5,3103,609,301,902,61,2205,9705,205,7,9,209,9505,250000,1604,1103,1304,1,1707,3203,708,2309,506,507,8806,8504,909,406,6302,3207,305,6,0,4,503,25865
E01033727,Greenwich 035B,901,8004,1507,1206,1407,1906,3502,18,5007,609,18,2107,206,4903,5705,4205,4305,309,106,3,9,3,9,33,705,402,1601,5007,2401,9607,303,106,502,1506,7707,275000,1103,808,1203,5,2302,3203,1106,3607,308,508,9005,8701,9,309,5502,3808,505,4,1,5,304,29654
E01033728,Greenwich 035C,305,8604,706,1009,2802,309,4002,1607,7107,4,1701,509,103,2803,5805,4105,4205,204,501,5,306,3,7,3606,802,904,3009,10,4603,9607,303,0,101,809,90,309500,401,304,406,6,906,6807,9,1004,2,209,9502,9303,409,108,4403,4408,809,106,5,7,207,51102
E01033730,Greenwich 035D,806,8102,1609,10,2304,905,44,1302,6908,609,1009,10,205,3002,6202,3708,4505,208,105,2,507,2,104,3501,707,206,1302,3606,3807,9303,607,4,1,304,96,305000,1003,507,903,101,908,5703,607,5,305,504,9102,8906,702,301,6704,3003,108,3,2,4,501,39344
E01001666,Greenwich 036A,409,7309,4302,1308,2001,1108,3102,23,5104,403,2701,1407,204,4806,5507,4403,4101,303,804,3,806,409,3,2502,8,1301,2804,3102,2604,9707,203,307,704,5305,3504,260000,18,1001,901,106,1003,4002,1005,1307,5,607,8803,8409,1101,4,5103,37,1002,104,0,6,406,31412
E01001667,Greenwich 036B,1008,6804,13603,1006,1506,1707,4102,15,5908,606,1408,1704,104,4002,65,35,4804,109,403,2,709,3,8,26,1004,702,1302,6304,14,9102,808,104,507,3003,6205,223000,2902,909,1104,104,10,2902,809,1108,1304,1009,7507,7307,1704,9,6102,33,5,4,4,5,401,25347
E01001668,Greenwich 036C,704,6806,2302,1307,2206,1505,3706,1006,75,401,509,1301,109,25,7607,2303,4605,101,103,3,309,4,3,3707,805,808,1703,5203,1908,9708,202,2,501,3905,5304,275000,2001,1103,11,106,907,4008,505,708,803,806,8301,8003,1301,606,4709,4402,609,1,1,6,406,32326
E01033732,Greenwich 036D,6,7807,1006,1402,2502,1303,3003,1609,5305,905,2405,1005,2,4605,5605,4305,3502,104,606,1,902,6,7,3802,801,503,2301,2402,3801,9703,207,8,109,1005,8608,222000,609,704,609,7,801,6102,806,904,403,307,92,8906,701,302,5409,4103,304,0,4,5,4,38487
E01033733,Greenwich 036E,302,8404,4108,1509,3504,4,2909,1408,6008,404,2906,303,109,3902,5101,4809,3801,203,11,3,508,1,5,3308,702,808,3007,404,54,9601,309,2,102,108,9608,312500,204,4,401,3,705,7306,8,706,107,206,9507,9404,402,103,5207,4203,306,5,7,6,308,51489
E01001662,Greenwich 037A,306,7801,2306,1604,2907,1001,2604,1705,8303,603,405,404,104,1607,7604,2306,4207,5,1,101,104,1,6,44,807,1602,3207,1807,3003,9609,301,104,609,6506,2602,373000,1106,505,806,102,1005,5508,609,707,505,503,8901,8707,9,302,4008,4808,904,1,0,7,404,49966
E01001664,Greenwich 037B,505,7307,1506,1303,2605,607,3701,1604,7906,408,1001,405,101,2004,7208,2702,4404,107,104,3,303,4,5,3908,803,1408,21,3101,32,9605,305,102,409,4306,5002,472500,1603,703,604,8,809,5303,7,708,706,607,8506,8206,12,505,4808,4107,807,7,1,6,409,47801
E01001665,Greenwich 037C,603,7805,1806,1807,22,701,3107,2006,7507,504,1002,606,2,2403,6906,3004,4609,109,109,5,106,101,6,38,706,1506,3204,1601,3204,9705,205,204,1001,4604,4101,395000,1109,7,8,103,1006,5208,805,1103,409,407,9004,8806,8,304,41,4909,802,5,4,7,408,45025
E01033738,Greenwich 037D,506,7704,29,15,2401,506,3508,1905,7105,403,1501,707,103,2805,6301,3609,4402,101,505,3,205,208,4,3504,707,1801,3006,1205,3606,9706,204,203,707,5709,3201,282500,1009,609,907,102,1105,4808,1101,1407,404,503,9004,8703,901,305,4401,4409,904,102,4,7,502,38243
E01001638,Greenwich 038A,1007,6701,1008,1302,1702,1904,3504,1409,5209,702,1103,2605,2,4701,59,41,52,206,104,2,705,9,1,2607,805,307,1207,5807,2006,9805,105,7,107,1303,8402,177500,2207,10,1102,101,11,3401,908,809,904,802,8204,8205,1101,604,6105,3205,407,4,9,5,404,26730
E01001641,Greenwich 038B,502,7303,3702,1309,2502,809,3704,1408,7306,502,706,1106,2,2604,7007,2903,4608,105,102,5,302,102,4,3403,1008,1504,2401,3201,2606,9505,405,2,607,3504,5509,485000,1203,502,804,102,10,5604,605,1204,506,509,8805,8709,809,302,4907,3909,807,102,5,6,507,48535
E01001642,Greenwich 038C,301,67,11906,2002,3209,409,3102,1007,8704,403,209,5,4,1206,7709,2201,5203,7,2,5,101,0,6,3601,805,2903,31,1507,2206,96,4,606,1001,4701,3603,787500,702,305,803,5,605,69,5,309,308,505,9007,9003,7,206,3105,5105,1403,201,6,9,401,66088
E01001644,Greenwich 038D,402,8001,1901,1406,2703,805,3406,15,7301,508,903,10,107,2609,6709,3201,4403,8,202,2,405,4,5,3807,805,1103,2808,2006,3703,9602,308,304,1004,1805,6707,267500,904,506,705,9,909,6004,603,9,307,506,9007,89,804,207,5203,4007,506,1,5,6,503,47148
E01033746,Greenwich 038E,402,6903,1207,1206,3001,706,3809,1009,8302,408,506,504,1,1608,7604,2306,4802,9,105,5,206,4,1,3701,806,1502,2708,3109,2308,9602,308,109,505,4702,4504,466500,20,406,709,6,409,5608,503,401,809,708,8303,8207,12,504,4803,4507,5,8,1,6,503,49381
E01002112,Harrow 001A,2,6204,7803,2207,3604,603,2105,1301,5507,107,3603,401,202,4403,6303,3607,1608,103,2003,37,7,104,303,5,8,4308,3401,406,1501,9509,401,5504,809,307,3109,670000,1506,9,1208,9,905,4308,804,507,703,701,8506,85,909,5,1401,3609,3306,1006,409,106,208,50436
E01002114,Harrow 001B,509,5506,28805,1203,2804,803,43,8,5608,309,2909,606,208,4302,6308,3602,2803,2,1301,2408,1003,9,4,9,903,3402,1807,2101,1905,9505,405,901,904,205,7809,295000,2409,10,1005,102,802,36,902,306,1201,1305,7403,7509,1509,802,3204,4401,1905,302,8,1,202,30470
E01002225,Harrow 001C,206,5105,204,1607,47,403,2409,701,75,105,19,203,201,25,7403,2507,2103,6,908,46,208,3,207,702,902,5404,3003,204,1008,9603,307,59,706,306,2908,477228,2202,11,1203,106,805,3702,702,208,1409,905,7507,7507,15,902,808,3604,39,905,603,107,107,52443
E01002226,Harrow 001D,506,5901,61,16,2908,809,35,1004,5605,302,3008,6,305,4305,6207,3703,2608,4,1402,2601,11,3,305,808,808,3703,2506,1009,2308,9407,503,2108,803,1506,5403,330000,1804,1008,1109,103,901,4004,803,405,705,908,8207,8104,1405,401,25,4501,2109,506,204,102,204,40414
E01002113,Harrow 002A,507,6305,6106,2305,3002,8,28,1002,5606,301,3004,702,208,4304,6506,3404,2402,104,1605,3009,9,6,208,706,609,3101,3402,2002,1209,9609,301,3609,2306,106,3709,316500,1506,1103,1305,107,801,4205,703,406,804,901,8205,8102,13,508,2502,3102,3104,808,303,103,108,41758
E01002115,Harrow 002B,508,6503,3404,2308,34,1104,1601,1407,46,4,4106,602,202,54,5801,4109,2901,7,2302,16,909,6,408,705,802,3809,3801,703,1501,9803,107,1108,8202,307,203,330000,1701,904,1304,101,803,4108,9,405,608,803,8408,8404,1103,403,1309,4308,3302,709,102,104,205,39244
E01002116,Harrow 002C,203,6101,3005,1404,36,609,2904,1302,5904,201,3005,401,309,4006,6101,3809,2106,1,1206,3305,1004,5,4,605,10,4301,3001,206,2202,96,4,2807,21,6,4907,350000,1508,803,1206,103,708,4503,808,407,807,902,8201,8107,1302,5,2001,4009,2801,705,304,103,206,44749
E01002117,Harrow 002D,501,6404,4205,2602,3002,902,1904,15,3606,302,4504,907,501,6304,5605,4305,2203,1,2704,1707,1609,1,409,307,6,3306,3801,801,19,9002,908,1105,5303,502,2908,300000,1502,1002,1206,1,1007,42,803,801,602,601,8706,8502,1003,405,15,4404,3101,709,106,104,208,36155
E01002118,Harrow 002E,708,6406,2703,1408,2407,1209,2806,19,5204,405,2901,1004,306,4706,5101,4809,3709,104,1305,1208,1103,5,205,12,801,3104,2404,208,3705,97,3,5,2401,17,5309,257500,19,1006,1005,208,809,3502,13,603,905,803,8202,7901,1502,507,3302,4601,1607,303,7,9,309,28739
E01002227,Harrow 003A,1002,6306,3207,2106,2001,1708,2602,1402,5102,5,2409,1306,503,4808,6401,3509,4409,4,1103,503,1707,7,105,1107,604,1607,2307,48,805,9802,108,609,4302,2401,2507,250000,2509,13,1502,106,1002,2308,1002,708,1506,906,7408,7305,1408,1107,3206,3702,2301,504,108,101,204,24437
E01002228,Harrow 003B,504,6303,4109,2602,3208,902,1703,1405,48,402,3505,802,401,52,6306,3604,2505,6,19,1909,1406,6,307,905,607,3008,2709,1307,2402,9407,503,3109,1909,2009,2703,477650,1409,1003,1504,7,1007,38,10,6,603,705,8602,8606,906,308,12,41,3308,907,305,105,109,39972
E01002229,Harrow 003C,509,60,6301,1405,31,11,3501,803,5904,403,2502,802,3,4006,6405,3505,3407,5,1105,2109,905,7,301,1001,8,3604,2608,1601,1804,9605,305,13,2802,1207,4601,333000,2109,1002,1207,107,1005,3402,808,306,905,1002,8003,7805,1504,601,2207,4501,2609,403,1,102,2,31698
E01002230,Harrow 003D,602,6208,43,2203,3808,802,1709,1209,5404,208,3508,407,203,4506,6506,3404,3405,5,2008,1405,703,7,401,902,804,4406,4207,2,10,9508,402,2209,5905,506,12,332500,16,1108,1401,2,1004,3603,904,405,707,905,8208,82,1303,407,809,3801,3803,11,306,106,2,39603
