Codes,Names,Level_4_qualifications,Mean_Annual_Household_Income,Population_Density
E01003462,Merton 002B,3891,4702,4156.00 
E01003464,Merton 002C,3496,4710,4569.00 
E01003465,Merton 002D,3692,4813,4454.00 
E01003400,Merton 003A,4347,4358,2105.00 
E01003454,Merton 003B,3852,4409,1667.00 
E01003456,Merton 003C,4267,4314,2924.00 
E01003476,Merton 003D,3065,4044,1857.00 
E01003477,Merton 003E,4075,4346,2105.00 
E01003401,Merton 004A,4063,4481,2052.00 
E01003402,Merton 004B,4473,4572,2772.00 
E01003403,Merton 004C,4341,4526,3040.00 
E01003404,Merton 004D,4683,4256,2590.00 
E01003461,Merton 004E,4589,4677,3229.00 
E01003367,Merton 005A,4631,2872,4225.00 
E01003369,Merton 005B,3778,2530,451.00 
E01003370,Merton 005C,4421,2401,1595.00 
E01003371,Merton 005D,3475,2910,973.00 
E01003455,Merton 005E,4123,3508,2566.00 
E01003359,Merton 006A,3891,2661,1875.00 
E01003360,Merton 006B,4540,4226,1277.00 
E01003457,Merton 006C,4335,4562,1354.00 
E01003458,Merton 006D,4406,4351,1263.00 
E01003459,Merton 006E,4466,2686,2203.00 
E01003394,Merton 007A,1943,1721,1714.00 
E01003395,Merton 007B,1463,2104,2620.00 
E01003396,Merton 007C,2608,2280,476.00 
E01003397,Merton 007D,2223,1977,1070.00 
E01003398,Merton 007E,2085,2166,2523.00 
E01003368,Merton 008A,2009,1991,1509.00 
E01003372,Merton 008B,1786,1356,1099.00 
E01003393,Merton 008C,2231,1777,223.00 
E01003406,Merton 008D,1340,1655,2215.00 
E01003407,Merton 008E,3367,2262,2332.00 
E01003355,Merton 009A,4471,3902,1376.00 
E01003356,Merton 009B,4400,4212,4205.00 
E01003358,Merton 009C,4721,4246,1604.00 
E01003383,Merton 009D,4435,4405,3038.00 
E01003384,Merton 009E,4333,4422,1599.00 
E01003442,Merton 010A,4395,4615,3032.00 
E01003443,Merton 010B,4138,4666,2690.00 
E01003444,Merton 010C,4096,4370,3142.00 
E01003445,Merton 010D,3552,4268,4237.00 
E01003463,Merton 010E,3169,4750,4363.00 
E01003380,Merton 011A,4041,4107,2797.00 
E01003382,Merton 011B,3778,3967,1797.00 
E01003385,Merton 011C,4326,4552,2336.00 
E01003399,Merton 011D,3829,4177,1154.00 
E01003423,Merton 011E,3760,4038,2481.00 
E01003357,Merton 012A,2203,1013,3707.00 
E01003376,Merton 012B,566,898,2306.00 
E01003377,Merton 012C,382,146,750.00 
E01003408,Merton 012D,3683,2291,1683.00 
E01003410,Merton 012E,1917,1346,1081.00 
E01003386,Merton 013A,2223,1595,1694.00 
E01003388,Merton 013B,806,1331,1471.00 
E01003389,Merton 013C,1632,1533,2137.00 
E01003392,Merton 013D,1206,2021,2952.00 
E01003409,Merton 013E,947,1157,2743.00 
E01003387,Merton 014A,680,975,2848.00 
E01003391,Merton 014B,465,306,358.00 
E01003411,Merton 014C,1693,1680,2518.00 
E01003412,Merton 014D,947,1409,2506.00 
E01003435,Merton 014E,658,2110,4586.00 
E01003361,Merton 015A,2758,2874,2542.00 
E01003424,Merton 015B,3847,4514,3466.00 
E01003425,Merton 015C,3104,4372,3215.00 
E01003426,Merton 015D,3514,3811,4012.00 
E01003428,Merton 015E,3838,4260,3502.00 
E01003366,Merton 016A,2298,2462,4393.00 
E01003381,Merton 016B,3976,3904,1625.00 
E01003446,Merton 016C,4191,3372,2930.00 
E01003447,Merton 016D,2245,1834,4044.00 
E01003471,Merton 016E,2995,3675,3536.00 
E01003413,Merton 017A,2596,1905,3496.00 
E01003414,Merton 017B,1216,1946,2723.00 
E01003415,Merton 017C,1367,2144,2639.00 
E01003416,Merton 017D,930,2181,3633.00 
E01003434,Merton 017E,742,2209,2027.00 
E01003373,Merton 018A,194,120,1909.00 
E01003378,Merton 018B,2313,1540,2728.00 
E01003379,Merton 018C,680,361,1232.00 
E01003390,Merton 018D,382,80,432.00 
E01003405,Merton 018E,1129,1019,3329.00 
E01003429,Merton 019A,730,2274,1597.00 
E01003430,Merton 019B,465,362,965.00 
E01003431,Merton 019C,408,857,1070.00 
E01003432,Merton 019D,265,445,4257.00 
E01003433,Merton 019E,934,1537,3249.00 
E01003466,Merton 020A,3261,3870,2913.00 
E01003467,Merton 020B,3337,4013,4008.00 
E01003468,Merton 020C,3108,3780,4222.00 
E01003469,Merton 020D,2216,2255,3441.00 
E01003470,Merton 020E,2860,2934,3084.00 
E01003362,Merton 021A,1693,3517,4106.00 
E01003363,Merton 021B,2027,3210,4214.00 
E01003364,Merton 021C,2580,3106,2676.00 
E01003365,Merton 021D,2089,3650,3736.00 
E01003421,Merton 021E,2124,2608,3244.00 
E01003374,Merton 022A,875,1200,3725.00 
E01003375,Merton 022B,1226,2010,4760.00 
E01003437,Merton 022C,2216,2216,3999.00 
E01003440,Merton 022D,1197,1384,4194.00 
E01003441,Merton 022E,1693,1309,2656.00 
E01003427,Merton 023A,2734,2122,3796.00 
E01003436,Merton 023B,705,1280,2626.00 
E01003439,Merton 023C,762,1210,3877.00 
E01003448,Merton 023D,1156,1099,2360.00 
E01003453,Merton 023E,875,1248,2457.00 
E01003438,Merton 024A,558,1029,2268.00 
E01003449,Merton 024B,1786,1815,3485.00 
E01003450,Merton 024C,495,1207,2752.00 
E01003451,Merton 024D,1237,2581,4401.00 
E01003452,Merton 024E,1028,1016,3758.00 
E01003417,Merton 025A,800,2564,3488.00 
E01003418,Merton 025B,451,2584,1546.00 
E01003419,Merton 025C,1216,2424,4442.00 
E01003420,Merton 025D,366,2511,2235.00 
E01003422,Merton 025E,762,2583,3379.00 
E01003744,Redbridge 001A,1813,4230,4486.00 
E01003745,Redbridge 001B,2559,4656,4263.00 
E01003746,Redbridge 001C,2615,4361,4470.00 
E01003747,Redbridge 001D,2430,4477,3474.00 
E01003748,Redbridge 001E,3036,4549,4054.00 
E01003749,Redbridge 001F,3285,3934,2433.00 
E01003750,Redbridge 001G,3285,3664,3927.00 
E01003720,Redbridge 002A,413,848,4333.00 
E01003722,Redbridge 002B,514,985,3265.00 
E01003723,Redbridge 002C,395,1021,3405.00 
E01003726,Redbridge 002D,434,617,4811.00 
E01003721,Redbridge 003A,1008,1933,2117.00 
E01003724,Redbridge 003B,742,2248,2513.00 
E01003725,Redbridge 003C,618,1403,1562.00 
E01003727,Redbridge 003D,222,692,2607.00 
E01003654,Redbridge 004A,2089,2767,2872.00 
E01003655,Redbridge 004B,2523,3642,2731.00 
E01003658,Redbridge 004C,1303,1509,2857.00 
E01003660,Redbridge 004D,2002,3618,4353.00 
E01003656,Redbridge 005A,839,1558,4355.00 
E01003657,Redbridge 005B,2419,2744,4136.00 
E01003659,Redbridge 005C,1488,3167,3914.00 
E01003698,Redbridge 006A,538,3007,2159.00 
E01003699,Redbridge 006B,934,2716,4604.00 
E01003700,Redbridge 006C,2252,2151,4483.00 
E01003701,Redbridge 006D,1430,2196,3444.00 
E01003702,Redbridge 006E,1258,1945,3562.00 
E01003703,Redbridge 006F,3034,3584,4650.00 
E01003704,Redbridge 006G,856,1701,3409.00 
E01003668,Redbridge 007A,3670,4000,2673.00 
E01003669,Redbridge 007B,3247,4305,2027.00 
E01003670,Redbridge 007C,2440,3964,2975.00 
E01003671,Redbridge 007D,2615,4316,2394.00 
E01003672,Redbridge 007E,2531,2236,2126.00 
E01003673,Redbridge 007F,4096,3974,2326.00 
E01003674,Redbridge 007G,4501,3803,3180.00 
E01003707,Redbridge 008A,923,2677,3035.00 
E01003708,Redbridge 008B,495,755,4152.00 
E01003709,Redbridge 008C,1600,2821,2907.00 
E01003710,Redbridge 008D,1436,2895,2658.00 
E01003759,Redbridge 009A,2460,4270,2760.00 
E01003760,Redbridge 009B,2353,2447,3528.00 
E01003761,Redbridge 009C,514,63,639.00 
E01003762,Redbridge 009D,2674,3671,3030.00 
E01003763,Redbridge 009E,2580,3359,4517.00 
E01003764,Redbridge 009F,3887,3583,4342.00 
E01003765,Redbridge 009G,3055,3952,2837.00 
E01003705,Redbridge 010A,2373,2412,3579.00 
E01003706,Redbridge 010B,995,1902,2281.00 
E01003711,Redbridge 010C,1715,2319,3882.00 
E01003712,Redbridge 010D,482,766,1847.00 
E01003646,Redbridge 012A,2580,2176,2436.00 
E01003648,Redbridge 012B,1749,3785,2635.00 
E01003649,Redbridge 012C,2419,3566,2144.00 
E01003651,Redbridge 012D,2099,3528,2262.00 
E01003639,Redbridge 013A,1657,1820,4667.00 
E01003640,Redbridge 013B,2034,2807,4824.00 
E01003641,Redbridge 013C,2313,2696,3158.00 
E01003642,Redbridge 013D,1632,2012,3533.00 
E01003774,Redbridge 014A,4181,4149,3092.00 
E01003775,Redbridge 014B,4091,4232,3700.00 
E01003776,Redbridge 014C,2995,1956,3797.00 
E01003777,Redbridge 014D,4519,4210,2893.00 
E01003778,Redbridge 014E,4421,3915,3821.00 
E01003779,Redbridge 014F,3279,3603,1827.00 
E01003780,Redbridge 014G,3161,4523,3487.00 
E01003647,Redbridge 015A,2959,3096,1703.00 
E01003650,Redbridge 015B,1488,2094,2268.00 
E01003652,Redbridge 015C,2363,3556,1869.00 
E01003653,Redbridge 015D,1819,2282,2438.00 
E01003638,Redbridge 017A,1303,2128,3180.00 
E01003643,Redbridge 017B,2353,2645,2363.00 
E01003644,Redbridge 017C,2034,2658,1657.00 
E01003645,Redbridge 017D,3983,2579,3060.00 
E01003789,Redbridge 018A,3371,4190,3558.00 
E01003794,Redbridge 018B,2590,3918,3855.00 
E01003795,Redbridge 018C,2419,4448,4568.00 
E01003796,Redbridge 018D,3236,3941,3009.00 
E01003661,Redbridge 019A,2113,2268,2500.00 
E01003662,Redbridge 019B,1990,1543,2117.00 
E01003663,Redbridge 019C,864,1924,3604.00 
E01003664,Redbridge 019D,1507,2615,1821.00 
E01003665,Redbridge 019E,1322,2789,1915.00 
E01003666,Redbridge 019F,2623,1769,2680.00 
E01033590,Redbridge 019H,742,2023,513.00 
E01033592,Redbridge 019I,2236,2526,1550.00 
E01003751,Redbridge 020A,2508,2067,4428.00 
E01003753,Redbridge 020B,2674,2045,1957.00 
E01003754,Redbridge 020C,2130,2084,1816.00 
E01003757,Redbridge 020D,2298,1717,2777.00 
E01003769,Redbridge 022A,1849,1113,2946.00 
E01003770,Redbridge 022B,3702,2230,4516.00 
E01003771,Redbridge 022C,2373,1658,2795.00 
E01003773,Redbridge 022D,2020,2535,2909.00 
E01003752,Redbridge 023A,4156,2784,2745.00 
E01003755,Redbridge 023B,2173,2165,2644.00 
E01003756,Redbridge 023C,2713,2047,3064.00 
E01003758,Redbridge 023D,3227,1336,3083.00 
E01003766,Redbridge 024A,1768,1503,1546.00 
E01003767,Redbridge 024B,2236,978,2381.00 
E01003768,Redbridge 024C,2034,1161,1973.00 
E01003772,Redbridge 024D,2066,1951,1587.00 
E01003781,Redbridge 026A,2623,2102,1837.00 
E01003782,Redbridge 026B,2034,1349,1829.00 
E01003786,Redbridge 026C,2173,2847,1148.00 
E01003787,Redbridge 026D,2130,2199,1221.00 
E01003790,Redbridge 027A,2580,3539,4603.00 
E01003791,Redbridge 027B,3006,4213,4714.00 
E01003792,Redbridge 027C,3084,4375,4562.00 
E01003793,Redbridge 027D,2277,1792,4395.00 
E01003783,Redbridge 029A,3210,935,2893.00 
E01003784,Redbridge 029B,2523,1985,1295.00 
E01003785,Redbridge 029C,2990,1715,3906.00 
E01003788,Redbridge 029D,3036,1640,1700.00 
E01003683,Redbridge 030A,1805,557,958.00 
E01003684,Redbridge 030B,1303,1012,803.00 
E01003685,Redbridge 030C,1819,654,825.00 
E01003686,Redbridge 030D,1966,1056,1800.00 
E01003688,Redbridge 030F,1981,1087,1209.00 
E01003689,Redbridge 030G,1474,402,3021.00 
E01033589,Redbridge 030H,4063,2229,983.00 
E01033591,Redbridge 030I,1930,507,3070.00 
E01003737,Redbridge 031A,2163,2776,3848.00 
E01003738,Redbridge 031B,2277,2522,2846.00 
E01003739,Redbridge 031C,2837,2064,3381.00 
E01003740,Redbridge 031D,2905,2220,4184.00 
E01003741,Redbridge 031E,1446,1955,2928.00 
E01003742,Redbridge 031F,2203,1746,1416.00 
E01003743,Redbridge 031G,1389,1285,1957.00 
E01003728,Redbridge 032A,3992,1147,3236.00 
E01003729,Redbridge 032B,1197,138,926.00 
E01003730,Redbridge 032C,1175,391,381.00 
E01003732,Redbridge 032D,1191,352,955.00 
E01003733,Redbridge 032E,2353,739,525.00 
E01003731,Redbridge 033A,973,376,1319.00 
E01003734,Redbridge 033B,1632,1058,1050.00 
E01003735,Redbridge 033C,2034,75,2407.00 
E01003736,Redbridge 033D,1550,1252,547.00 
E01003713,Redbridge 034A,2002,1960,1490.00 
E01003714,Redbridge 034B,2130,1277,2033.00 
E01003715,Redbridge 034C,2460,1530,1646.00 
E01003716,Redbridge 034D,2034,1996,3805.00 
E01003718,Redbridge 034E,2642,1862,1398.00 
E01003719,Redbridge 034F,3016,1732,3981.00 
E01032581,Redbridge 034G,1123,1108,3390.00 
E01003690,Redbridge 035A,2844,2407,4559.00 
E01003691,Redbridge 035B,1805,2105,2789.00 
E01003692,Redbridge 035C,2401,2952,1570.00 
E01003693,Redbridge 035D,2323,3572,4161.00 
E01003694,Redbridge 035E,2089,2805,2583.00 
E01003695,Redbridge 035F,2353,1958,1090.00 
E01003696,Redbridge 035G,2926,2322,2253.00 
E01003697,Redbridge 035H,2814,2995,3231.00 
E01003675,Redbridge 036A,2467,3203,2819.00 
E01003676,Redbridge 036B,2492,3567,2213.00 
E01003677,Redbridge 036C,1744,3513,4447.00 
E01003678,Redbridge 036D,2323,3938,3185.00 
E01003679,Redbridge 036E,2353,3662,2730.00 
E01003680,Redbridge 036F,1340,3594,2449.00 
E01003681,Redbridge 036G,2335,2219,4253.00 
E01003682,Redbridge 036H,2419,3612,3293.00 
E01003797,Richmond upon Thames 001A,3678,4765,4103.00 
E01003798,Richmond upon Thames 001B,4129,4108,2699.00 
E01003799,Richmond upon Thames 001C,4333,4626,4588.00 
E01003800,Richmond upon Thames 001D,3407,3341,3099.00 
E01003801,Richmond upon Thames 001E,3778,4471,3639.00 
E01003802,Richmond upon Thames 001F,3971,4606,4006.00 
E01003803,Richmond upon Thames 001G,1708,1713,2408.00 
E01003846,Richmond upon Thames 002A,4508,4649,2931.00 
E01003847,Richmond upon Thames 002B,4490,3942,4751.00 
E01003849,Richmond upon Thames 002C,4343,4406,2365.00 
E01003851,Richmond upon Thames 002D,4478,4638,3027.00 
E01003860,Richmond upon Thames 002E,4660,4315,4743.00 
E01003864,Richmond upon Thames 002F,4255,4272,3091.00 
E01003852,Richmond upon Thames 003A,3601,3518,4492.00 
E01003853,Richmond upon Thames 003B,3548,3992,3498.00 
E01003854,Richmond upon Thames 003C,3753,4041,1355.00 
E01003855,Richmond upon Thames 003D,3611,2778,3429.00 
E01003856,Richmond upon Thames 003E,4164,3558,1001.00 
E01003857,Richmond upon Thames 003F,4316,4077,1550.00 
E01003858,Richmond upon Thames 003G,4175,4495,1767.00 
E01003848,Richmond upon Thames 004A,4356,3474,2350.00 
E01003861,Richmond upon Thames 004C,4623,3789,2256.00 
E01003862,Richmond upon Thames 004D,3045,3170,2551.00 
E01003863,Richmond upon Thames 004E,3060,3260,2573.00 
E01003865,Richmond upon Thames 004F,2709,3296,1268.00 
E01033570,Richmond upon Thames 004G,3876,3681,4235.00 
E01033571,Richmond upon Thames 004H,3407,3454,3741.00 
E01003804,Richmond upon Thames 005A,4335,3977,2067.00 
E01003807,Richmond upon Thames 005B,4386,3625,2132.00 
E01003808,Richmond upon Thames 005C,4352,4101,1237.00 
E01003809,Richmond upon Thames 005D,4322,4581,4007.00 
E01003859,Richmond upon Thames 005E,4029,4324,2250.00 
E01003873,Richmond upon Thames 006A,4624,4160,2273.00 
E01003874,Richmond upon Thames 006B,4554,4298,1254.00 
E01003875,Richmond upon Thames 006C,4146,4522,4299.00 
E01003878,Richmond upon Thames 006D,2758,3306,4651.00 
E01003866,Richmond upon Thames 007A,4301,4512,1614.00 
E01003868,Richmond upon Thames 007B,4240,4284,1193.00 
E01003871,Richmond upon Thames 007C,4087,4309,2287.00 
E01003872,Richmond upon Thames 007D,4115,4163,3609.00 
E01003821,Richmond upon Thames 008A,4473,4231,3440.00 
E01003876,Richmond upon Thames 008B,4655,4392,4237.00 
E01003877,Richmond upon Thames 008C,4306,4528,1689.00 
E01003879,Richmond upon Thames 008D,4198,4559,2182.00 
E01003892,Richmond upon Thames 009A,4749,4538,4081.00 
E01003893,Richmond upon Thames 009B,4373,3736,2641.00 
E01003894,Richmond upon Thames 009C,4579,4263,1811.00 
E01003895,Richmond upon Thames 009D,4363,3800,4171.00 
E01003905,Richmond upon Thames 010A,2113,3049,3888.00 
E01003906,Richmond upon Thames 010B,2674,2841,2500.00 
E01003907,Richmond upon Thames 010C,1632,2054,2926.00 
E01003908,Richmond upon Thames 010D,3072,3177,3410.00 
E01003909,Richmond upon Thames 010E,2748,3083,2699.00 
E01003867,Richmond upon Thames 011A,3154,3390,4092.00 
E01003869,Richmond upon Thames 011B,4400,4100,3649.00 
E01003870,Richmond upon Thames 011C,4487,4129,4116.00 
E01003910,Richmond upon Thames 011D,2856,3279,3453.00 
E01003805,Richmond upon Thames 012A,4291,4737,4576.00 
E01003806,Richmond upon Thames 012B,4036,4742,4815.00 
E01003816,Richmond upon Thames 012C,3427,4326,4801.00 
E01003817,Richmond upon Thames 012D,3917,3340,4814.00 
E01003840,Richmond upon Thames 013A,2106,2380,2358.00 
E01003841,Richmond upon Thames 013B,1896,830,3398.00 
E01003842,Richmond upon Thames 013C,1409,2239,4012.00 
E01003843,Richmond upon Thames 013D,2027,1896,3707.00 
E01003844,Richmond upon Thames 013E,2344,3523,3365.00 
E01003845,Richmond upon Thames 013F,1749,3032,4075.00 
E01003882,Richmond upon Thames 014A,4406,4090,2602.00 
E01003883,Richmond upon Thames 014B,4521,3839,2248.00 
E01003896,Richmond upon Thames 014C,4421,3577,3565.00 
E01003897,Richmond upon Thames 014D,4608,3581,2316.00 
E01003898,Richmond upon Thames 015A,3922,3819,2082.00 
E01003899,Richmond upon Thames 015B,3185,3654,1833.00 
E01003900,Richmond upon Thames 015C,2203,2445,4542.00 
E01003901,Richmond upon Thames 015D,3016,3461,3310.00 
E01003902,Richmond upon Thames 015E,2020,3226,1744.00 
E01003903,Richmond upon Thames 015F,1930,2827,4500.00 
E01003904,Richmond upon Thames 015G,3169,3242,2947.00 
E01003880,Richmond upon Thames 016A,3859,4436,2845.00 
E01003881,Richmond upon Thames 016B,3247,4294,3698.00 
E01003884,Richmond upon Thames 016C,4036,3975,3318.00 
E01003885,Richmond upon Thames 016D,3795,3943,4149.00 
E01003818,Richmond upon Thames 017A,3247,3295,4260.00 
E01003819,Richmond upon Thames 017B,2216,1470,4669.00 
E01003820,Richmond upon Thames 017C,3185,2809,3447.00 
E01003811,Richmond upon Thames 018A,3941,4014,2039.00 
E01003812,Richmond upon Thames 018B,3951,3321,3395.00 
E01003890,Richmond upon Thames 018C,3999,4046,2617.00 
E01003891,Richmond upon Thames 018D,4466,4150,3526.00 
E01003810,Richmond upon Thames 019A,3548,4060,2203.00 
E01003813,Richmond upon Thames 019B,3802,4084,3615.00 
E01003814,Richmond upon Thames 019C,3957,3399,4109.00 
E01003815,Richmond upon Thames 019D,3702,3125,4320.00 
E01003828,Richmond upon Thames 020A,3279,3554,3562.00 
E01003829,Richmond upon Thames 020B,1567,1906,4032.00 
E01003830,Richmond upon Thames 020C,3316,3307,4282.00 
E01003831,Richmond upon Thames 020D,2430,2974,3612.00 
E01003832,Richmond upon Thames 020E,995,1194,2704.00 
E01003833,Richmond upon Thames 020F,1883,2314,2323.00 
E01003886,Richmond upon Thames 021A,4225,4130,2438.00 
E01003887,Richmond upon Thames 021B,4382,3978,2699.00 
E01003888,Richmond upon Thames 021C,3999,3014,4572.00 
E01003889,Richmond upon Thames 021D,4521,4224,4787.00 
E01003834,Richmond upon Thames 022A,3951,3314,4678.00 
E01003835,Richmond upon Thames 022B,3912,4384,3876.00 
E01003836,Richmond upon Thames 022C,3055,3231,3017.00 
E01003837,Richmond upon Thames 022D,4301,4158,4312.00 
E01003838,Richmond upon Thames 022E,4123,3717,3522.00 
E01003839,Richmond upon Thames 022F,4063,2960,2805.00 
E01003822,Richmond upon Thames 023A,3331,4441,3932.00 
E01003823,Richmond upon Thames 023B,4123,3585,4816.00 
E01003824,Richmond upon Thames 023C,3742,3983,3667.00 
E01003825,Richmond upon Thames 023D,3261,3569,3790.00 
E01003826,Richmond upon Thames 023E,2430,2193,4679.00 
E01003827,Richmond upon Thames 023F,3688,3275,4195.00 
E01004125,Sutton 001A,186,461,1307.00 
E01004183,Sutton 001B,290,420,2577.00 
E01004184,Sutton 001C,94,551,3270.00 
E01004185,Sutton 001D,123,360,4049.00 
E01004189,Sutton 001E,689,444,3738.00 
E01004123,Sutton 002A,1499,676,4064.00 
E01004124,Sutton 002B,303,726,2133.00 
E01004126,Sutton 002C,29,308,1123.00 
E01004128,Sutton 002D,451,404,1898.00 
E01004129,Sutton 002E,143,262,3154.00 
E01004130,Sutton 003A,947,2091,4497.00 
E01004131,Sutton 003B,883,2103,2444.00 
E01004134,Sutton 003C,772,2041,2656.00 
E01004135,Sutton 003D,883,2202,3279.00 
E01004136,Sutton 003E,632,2139,2943.00 
E01004164,Sutton 004A,856,2153,2877.00 
E01004166,Sutton 004B,1474,2443,3013.00 
E01004169,Sutton 004C,234,1486,1442.00 
E01004186,Sutton 004D,1943,1826,3482.00 
E01004188,Sutton 004E,1786,1519,3835.00 
E01004127,Sutton 005A,276,1240,2464.00 
E01004163,Sutton 005B,504,1871,2627.00 
E01004165,Sutton 005C,1123,1729,3032.00 
E01004167,Sutton 005D,163,1002,1769.00 
E01004187,Sutton 005E,344,1175,1965.00 
E01004117,Sutton 006A,846,3229,3075.00 
E01004121,Sutton 006B,2130,2844,3062.00 
E01004192,Sutton 006C,2965,2570,3997.00 
E01004193,Sutton 006D,3128,2808,3917.00 
E01004195,Sutton 006E,1981,2201,2911.00 
E01004144,Sutton 007A,1813,2733,4064.00 
E01004145,Sutton 007B,1883,2053,4204.00 
E01004146,Sutton 007C,1402,2061,2597.00 
E01004147,Sutton 007D,1090,2734,3375.00 
E01004116,Sutton 008A,1648,3184,3647.00 
E01004122,Sutton 008B,1693,3550,3111.00 
E01004190,Sutton 008C,1340,3453,3149.00 
E01004191,Sutton 008D,1474,2238,3000.00 
E01004194,Sutton 008E,721,2242,2438.00 
E01004196,Sutton 008F,1191,2798,2984.00 
E01004115,Sutton 009A,1322,2474,3115.00 
